cause_id cause_name mapTarget
995 "Maternal abortion and miscarriage" O0486
379 "Other maternal disorders" O09629
495 "Ischemic stroke" I63342
650 "Urogenital congenital anomalies" Q5300
690 "Pedestrian road injuries" V090
727 "Physical violence by other means" X988XXS
367 "Maternal hemorrhage" O46012
375 "Indirect maternal deaths" O99313
566 "Other drug use disorders" F1912
652 "Other congenital birth defects" Q175
723 "Self-harm by other specified means" X789XXS
379 "Other maternal disorders" O2682
657 Pyoderma L02415
727 "Physical violence by other means" Y0802XS
379 "Other maternal disorders" O293
379 "Other maternal disorders" O3472
379 "Other maternal disorders" O4102X1
657 Pyoderma L97321
379 "Other maternal disorders" O6022X5
379 "Other maternal disorders" O6981X1
379 "Other maternal disorders" O891
394 Syphilis A515
934 "Drug-susceptible tuberculosis" A1889
369 "Maternal hypertensive disorders" O12
370 "Maternal obstructed labor and uterine rupture" O328XX4
375 "Indirect maternal deaths" O25
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44390
656 Cellulitis L03322
643 "Congenital heart anomalies" Q257
649 "Congenital musculoskeletal and limb anomalies" Q686
651 "Digestive congenital anomalies" Q442
690 "Pedestrian road injuries" V0200
691 "Cyclist road injuries" V119
692 "Motorcyclist road injuries" V219
693 "Motor vehicle road injuries" V314
694 "Other road injuries" V8051XD
705 "Unintentional firearm injuries" W3400
707 "Other exposure to mechanical forces" W2111XD
711 "Non-venomous animal contact" W550
370 "Maternal obstructed labor and uterine rupture" O648XX4
995 "Maternal abortion and miscarriage" O0487
379 "Other maternal disorders" O097
495 "Ischemic stroke" I63349
650 "Urogenital congenital anomalies" Q5301
690 "Pedestrian road injuries" V0900
727 "Physical violence by other means" X989
367 "Maternal hemorrhage" O46013
375 "Indirect maternal deaths" O99314
566 "Other drug use disorders" F19120
652 "Other congenital birth defects" Q178
723 "Self-harm by other specified means" X79
379 "Other maternal disorders" O26821
657 Pyoderma L02416
727 "Physical violence by other means" Y0809
379 "Other maternal disorders" O293X
379 "Other maternal disorders" O3473
379 "Other maternal disorders" O4102X2
657 Pyoderma L97322
379 "Other maternal disorders" O6022X9
379 "Other maternal disorders" O6981X2
379 "Other maternal disorders" O892
394 Syphilis A519
934 "Drug-susceptible tuberculosis" A19
369 "Maternal hypertensive disorders" O120
370 "Maternal obstructed labor and uterine rupture" O328XX5
375 "Indirect maternal deaths" O251
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44391
656 Cellulitis L03323
643 "Congenital heart anomalies" Q2571
649 "Congenital musculoskeletal and limb anomalies" Q688
651 "Digestive congenital anomalies" Q443
690 "Pedestrian road injuries" V0200XA
691 "Cyclist road injuries" V119XXA
692 "Motorcyclist road injuries" V219XXA
693 "Motor vehicle road injuries" V314XXA
694 "Other road injuries" V8051XS
705 "Unintentional firearm injuries" W3400XA
707 "Other exposure to mechanical forces" W2111XS
711 "Non-venomous animal contact" W5501
370 "Maternal obstructed labor and uterine rupture" O648XX5
995 "Maternal abortion and miscarriage" O0488
379 "Other maternal disorders" O0970
495 "Ischemic stroke" I6339
650 "Urogenital congenital anomalies" Q5302
690 "Pedestrian road injuries" V0900XA
367 "Maternal hemorrhage" O46019
375 "Indirect maternal deaths" O99315
566 "Other drug use disorders" F19121
652 "Other congenital birth defects" Q179
723 "Self-harm by other specified means" X79XXXA
379 "Other maternal disorders" O26822
657 Pyoderma L02419
727 "Physical violence by other means" Y0809XA
379 "Other maternal disorders" O293X1
379 "Other maternal disorders" O348
379 "Other maternal disorders" O4102X3
657 Pyoderma L97323
379 "Other maternal disorders" O6023
379 "Other maternal disorders" O6981X3
379 "Other maternal disorders" O893
394 Syphilis A52
934 "Drug-susceptible tuberculosis" A190
369 "Maternal hypertensive disorders" O1200
370 "Maternal obstructed labor and uterine rupture" O328XX9
375 "Indirect maternal deaths" O2510
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44399
656 Cellulitis L03324
643 "Congenital heart anomalies" Q2572
649 "Congenital musculoskeletal and limb anomalies" Q69
651 "Digestive congenital anomalies" Q444
690 "Pedestrian road injuries" V0200XD
691 "Cyclist road injuries" V119XXD
692 "Motorcyclist road injuries" V219XXD
693 "Motor vehicle road injuries" V314XXD
694 "Other road injuries" V8052
705 "Unintentional firearm injuries" W3400XD
707 "Other exposure to mechanical forces" W2112
711 "Non-venomous animal contact" W5501XA
370 "Maternal obstructed labor and uterine rupture" O648XX9
995 "Maternal abortion and miscarriage" O0489
379 "Other maternal disorders" O0971
495 "Ischemic stroke" I634
650 "Urogenital congenital anomalies" Q531
690 "Pedestrian road injuries" V0900XD
367 "Maternal hemorrhage" O4602
375 "Indirect maternal deaths" O9932
566 "Other drug use disorders" F19122
652 "Other congenital birth defects" Q18
723 "Self-harm by other specified means" X79XXXD
379 "Other maternal disorders" O26823
657 Pyoderma L0242
727 "Physical violence by other means" Y0809XD
379 "Other maternal disorders" O293X2
379 "Other maternal disorders" O3480
379 "Other maternal disorders" O4102X4
657 Pyoderma L97324
379 "Other maternal disorders" O6023X0
379 "Other maternal disorders" O6981X4
379 "Other maternal disorders" O894
394 Syphilis A520
934 "Drug-susceptible tuberculosis" A191
369 "Maternal hypertensive disorders" O1201
370 "Maternal obstructed labor and uterine rupture" O329
375 "Indirect maternal deaths" O2511
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C444
656 Cellulitis L03325
643 "Congenital heart anomalies" Q2579
649 "Congenital musculoskeletal and limb anomalies" Q690
651 "Digestive congenital anomalies" Q445
690 "Pedestrian road injuries" V0200XS
691 "Cyclist road injuries" V119XXS
692 "Motorcyclist road injuries" V219XXS
693 "Motor vehicle road injuries" V314XXS
694 "Other road injuries" V8052XA
705 "Unintentional firearm injuries" W3400XS
707 "Other exposure to mechanical forces" W2112XA
711 "Non-venomous animal contact" W5501XD
370 "Maternal obstructed labor and uterine rupture" O649
995 "Maternal abortion and miscarriage" O07
379 "Other maternal disorders" O0972
495 "Ischemic stroke" I6340
650 "Urogenital congenital anomalies" Q5310
690 "Pedestrian road injuries" V0900XS
367 "Maternal hemorrhage" O46021
375 "Indirect maternal deaths" O99320
566 "Other drug use disorders" F19129
652 "Other congenital birth defects" Q180
723 "Self-harm by other specified means" X79XXXS
379 "Other maternal disorders" O26829
657 Pyoderma L02421
727 "Physical violence by other means" Y0809XS
379 "Other maternal disorders" O293X3
379 "Other maternal disorders" O3481
379 "Other maternal disorders" O4102X5
657 Pyoderma L97329
379 "Other maternal disorders" O6023X1
379 "Other maternal disorders" O6981X5
379 "Other maternal disorders" O895
394 Syphilis A5200
934 "Drug-susceptible tuberculosis" A192
369 "Maternal hypertensive disorders" O1202
370 "Maternal obstructed labor and uterine rupture" O329XX0
375 "Indirect maternal deaths" O2512
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4440
656 Cellulitis L03326
643 "Congenital heart anomalies" Q258
649 "Congenital musculoskeletal and limb anomalies" Q691
651 "Digestive congenital anomalies" Q446
690 "Pedestrian road injuries" V0201
691 "Cyclist road injuries" V12
692 "Motorcyclist road injuries" V22
693 "Motor vehicle road injuries" V315
694 "Other road injuries" V8052XD
705 "Unintentional firearm injuries" W3401
707 "Other exposure to mechanical forces" W2112XD
711 "Non-venomous animal contact" W5501XS
370 "Maternal obstructed labor and uterine rupture" O649XX0
995 "Maternal abortion and miscarriage" O070
379 "Other maternal disorders" O0973
495 "Ischemic stroke" I6341
650 "Urogenital congenital anomalies" Q5311
690 "Pedestrian road injuries" V0901
367 "Maternal hemorrhage" O46022
375 "Indirect maternal deaths" O99321
566 "Other drug use disorders" F1914
652 "Other congenital birth defects" Q181
723 "Self-harm by other specified means" X80
379 "Other maternal disorders" O2683
657 Pyoderma L02422
727 "Physical violence by other means" Y088
379 "Other maternal disorders" O293X9
379 "Other maternal disorders" O3482
379 "Other maternal disorders" O4102X9
657 Pyoderma L974
379 "Other maternal disorders" O6023X2
379 "Other maternal disorders" O6981X9
379 "Other maternal disorders" O896
394 Syphilis A5201
934 "Drug-susceptible tuberculosis" A198
369 "Maternal hypertensive disorders" O1203
370 "Maternal obstructed labor and uterine rupture" O329XX1
375 "Indirect maternal deaths" O2513
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4441
656 Cellulitis L03327
643 "Congenital heart anomalies" Q259
649 "Congenital musculoskeletal and limb anomalies" Q692
651 "Digestive congenital anomalies" Q447
690 "Pedestrian road injuries" V0201XA
691 "Cyclist road injuries" V120
692 "Motorcyclist road injuries" V220
693 "Motor vehicle road injuries" V315XXA
694 "Other road injuries" V8052XS
705 "Unintentional firearm injuries" W34010
707 "Other exposure to mechanical forces" W2112XS
711 "Non-venomous animal contact" W5503
370 "Maternal obstructed labor and uterine rupture" O649XX1
995 "Maternal abortion and miscarriage" O071
379 "Other maternal disorders" O098
495 "Ischemic stroke" I63411
650 "Urogenital congenital anomalies" Q5312
690 "Pedestrian road injuries" V0901XA
367 "Maternal hemorrhage" O46023
375 "Indirect maternal deaths" O99322
566 "Other drug use disorders" F1915
652 "Other congenital birth defects" Q182
723 "Self-harm by other specified means" X80XXXA
379 "Other maternal disorders" O26831
657 Pyoderma L02423
727 "Physical violence by other means" Y0881
379 "Other maternal disorders" O294
379 "Other maternal disorders" O3483
379 "Other maternal disorders" O4103
657 Pyoderma L9740
379 "Other maternal disorders" O6023X3
379 "Other maternal disorders" O6982
379 "Other maternal disorders" O898
394 Syphilis A5202
934 "Drug-susceptible tuberculosis" A199
369 "Maternal hypertensive disorders" O121
370 "Maternal obstructed labor and uterine rupture" O329XX2
375 "Indirect maternal deaths" O252
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4442
656 Cellulitis L03329
643 "Congenital heart anomalies" Q26
649 "Congenital musculoskeletal and limb anomalies" Q699
651 "Digestive congenital anomalies" Q45
690 "Pedestrian road injuries" V0201XD
691 "Cyclist road injuries" V120XXA
692 "Motorcyclist road injuries" V220XXA
693 "Motor vehicle road injuries" V315XXD
694 "Other road injuries" V806
705 "Unintentional firearm injuries" W34010A
707 "Other exposure to mechanical forces" W2113
711 "Non-venomous animal contact" W5503XA
370 "Maternal obstructed labor and uterine rupture" O649XX2
995 "Maternal abortion and miscarriage" O072
379 "Other maternal disorders" O0981
495 "Ischemic stroke" I63412
650 "Urogenital congenital anomalies" Q532
690 "Pedestrian road injuries" V0901XD
367 "Maternal hemorrhage" O46029
375 "Indirect maternal deaths" O99323
566 "Other drug use disorders" F19150
652 "Other congenital birth defects" Q183
723 "Self-harm by other specified means" X80XXXD
379 "Other maternal disorders" O26832
657 Pyoderma L02424
727 "Physical violence by other means" Y0881XA
379 "Other maternal disorders" O2940
379 "Other maternal disorders" O349
379 "Other maternal disorders" O4103X0
657 Pyoderma L97401
379 "Other maternal disorders" O6023X4
379 "Other maternal disorders" O6982X0
379 "Other maternal disorders" O899
394 Syphilis A5203
369 "Maternal hypertensive disorders" O1210
370 "Maternal obstructed labor and uterine rupture" O329XX3
375 "Indirect maternal deaths" O253
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4449
656 Cellulitis L038
643 "Congenital heart anomalies" Q260
649 "Congenital musculoskeletal and limb anomalies" Q70
651 "Digestive congenital anomalies" Q450
690 "Pedestrian road injuries" V0201XS
691 "Cyclist road injuries" V120XXD
692 "Motorcyclist road injuries" V220XXD
693 "Motor vehicle road injuries" V315XXS
694 "Other road injuries" V8061
705 "Unintentional firearm injuries" W34010D
707 "Other exposure to mechanical forces" W2113XA
711 "Non-venomous animal contact" W5503XD
370 "Maternal obstructed labor and uterine rupture" O649XX3
995 "Maternal abortion and miscarriage" O073
379 "Other maternal disorders" O09811
495 "Ischemic stroke" I63419
650 "Urogenital congenital anomalies" Q5320
690 "Pedestrian road injuries" V0901XS
367 "Maternal hemorrhage" O4609
375 "Indirect maternal deaths" O99324
566 "Other drug use disorders" F19151
652 "Other congenital birth defects" Q184
723 "Self-harm by other specified means" X80XXXS
379 "Other maternal disorders" O26833
657 Pyoderma L02425
727 "Physical violence by other means" Y0881XD
379 "Other maternal disorders" O2941
379 "Other maternal disorders" O3490
379 "Other maternal disorders" O4103X1
657 Pyoderma L97402
379 "Other maternal disorders" O6023X5
379 "Other maternal disorders" O6982X1
379 "Other maternal disorders" O90
394 Syphilis A5204
369 "Maternal hypertensive disorders" O1211
370 "Maternal obstructed labor and uterine rupture" O329XX4
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C445
656 Cellulitis L0381
643 "Congenital heart anomalies" Q261
649 "Congenital musculoskeletal and limb anomalies" Q700
651 "Digestive congenital anomalies" Q451
690 "Pedestrian road injuries" V0202
691 "Cyclist road injuries" V120XXS
692 "Motorcyclist road injuries" V220XXS
693 "Motor vehicle road injuries" V316
694 "Other road injuries" V8061XA
705 "Unintentional firearm injuries" W34010S
707 "Other exposure to mechanical forces" W2113XD
711 "Non-venomous animal contact" W5503XS
370 "Maternal obstructed labor and uterine rupture" O649XX4
995 "Maternal abortion and miscarriage" O0730
379 "Other maternal disorders" O09812
495 "Ischemic stroke" I6342
650 "Urogenital congenital anomalies" Q5321
690 "Pedestrian road injuries" V0909
367 "Maternal hemorrhage" O46091
375 "Indirect maternal deaths" O99325
566 "Other drug use disorders" F19159
652 "Other congenital birth defects" Q185
723 "Self-harm by other specified means" X81
379 "Other maternal disorders" O26839
657 Pyoderma L02426
727 "Physical violence by other means" Y0881XS
379 "Other maternal disorders" O2942
379 "Other maternal disorders" O3491
379 "Other maternal disorders" O4103X2
657 Pyoderma L97403
379 "Other maternal disorders" O6023X9
379 "Other maternal disorders" O6982X2
379 "Other maternal disorders" O900
394 Syphilis A5205
369 "Maternal hypertensive disorders" O1212
370 "Maternal obstructed labor and uterine rupture" O329XX5
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4450
656 Cellulitis L03811
643 "Congenital heart anomalies" Q262
649 "Congenital musculoskeletal and limb anomalies" Q7000
651 "Digestive congenital anomalies" Q452
690 "Pedestrian road injuries" V0202XA
691 "Cyclist road injuries" V121
692 "Motorcyclist road injuries" V221
693 "Motor vehicle road injuries" V316XXA
694 "Other road injuries" V8061XD
705 "Unintentional firearm injuries" W34011
707 "Other exposure to mechanical forces" W2113XS
711 "Non-venomous animal contact" W5509
370 "Maternal obstructed labor and uterine rupture" O649XX5
995 "Maternal abortion and miscarriage" O0731
379 "Other maternal disorders" O09813
495 "Ischemic stroke" I63421
650 "Urogenital congenital anomalies" Q5322
690 "Pedestrian road injuries" V0909XA
367 "Maternal hemorrhage" O46092
375 "Indirect maternal deaths" O9933
566 "Other drug use disorders" F1916
652 "Other congenital birth defects" Q186
723 "Self-harm by other specified means" X810
379 "Other maternal disorders" O2684
657 Pyoderma L02429
727 "Physical violence by other means" Y0889
379 "Other maternal disorders" O2943
379 "Other maternal disorders" O3492
379 "Other maternal disorders" O4103X3
657 Pyoderma L97404
379 "Other maternal disorders" O61
379 "Other maternal disorders" O6982X3
379 "Other maternal disorders" O901
394 Syphilis A5206
369 "Maternal hypertensive disorders" O1213
370 "Maternal obstructed labor and uterine rupture" O329XX9
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44500
656 Cellulitis L03818
643 "Congenital heart anomalies" Q263
649 "Congenital musculoskeletal and limb anomalies" Q7001
651 "Digestive congenital anomalies" Q453
690 "Pedestrian road injuries" V0202XD
691 "Cyclist road injuries" V121XXA
692 "Motorcyclist road injuries" V221XXA
693 "Motor vehicle road injuries" V316XXD
694 "Other road injuries" V8061XS
705 "Unintentional firearm injuries" W34011A
707 "Other exposure to mechanical forces" W2119
711 "Non-venomous animal contact" W5509XA
370 "Maternal obstructed labor and uterine rupture" O649XX9
995 "Maternal abortion and miscarriage" O0732
379 "Other maternal disorders" O09819
495 "Ischemic stroke" I63422
650 "Urogenital congenital anomalies" Q539
690 "Pedestrian road injuries" V0909XD
367 "Maternal hemorrhage" O46093
375 "Indirect maternal deaths" O99330
566 "Other drug use disorders" F1917
652 "Other congenital birth defects" Q187
723 "Self-harm by other specified means" X810XXA
379 "Other maternal disorders" O26841
657 Pyoderma L0243
727 "Physical violence by other means" Y0889XA
379 "Other maternal disorders" O295
379 "Other maternal disorders" O3493
379 "Other maternal disorders" O4103X4
657 Pyoderma L97409
379 "Other maternal disorders" O610
379 "Other maternal disorders" O6982X4
379 "Other maternal disorders" O902
394 Syphilis A5209
369 "Maternal hypertensive disorders" O122
370 "Maternal obstructed labor and uterine rupture" O33
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44501
656 Cellulitis L0389
643 "Congenital heart anomalies" Q264
649 "Congenital musculoskeletal and limb anomalies" Q7002
651 "Digestive congenital anomalies" Q458
690 "Pedestrian road injuries" V0202XS
691 "Cyclist road injuries" V121XXD
692 "Motorcyclist road injuries" V221XXD
693 "Motor vehicle road injuries" V316XXS
694 "Other road injuries" V8062
705 "Unintentional firearm injuries" W34011D
707 "Other exposure to mechanical forces" W2119XA
711 "Non-venomous animal contact" W5509XD
370 "Maternal obstructed labor and uterine rupture" O65
995 "Maternal abortion and miscarriage" O0733
379 "Other maternal disorders" O0982
495 "Ischemic stroke" I63429
650 "Urogenital congenital anomalies" Q54
690 "Pedestrian road injuries" V0909XS
367 "Maternal hemorrhage" O46099
375 "Indirect maternal deaths" O99331
566 "Other drug use disorders" F1918
652 "Other congenital birth defects" Q188
723 "Self-harm by other specified means" X810XXD
379 "Other maternal disorders" O26842
657 Pyoderma L02431
727 "Physical violence by other means" Y0889XD
379 "Other maternal disorders" O295X
379 "Other maternal disorders" O35
379 "Other maternal disorders" O4103X5
657 Pyoderma L9741
379 "Other maternal disorders" O611
379 "Other maternal disorders" O6982X5
379 "Other maternal disorders" O903
394 Syphilis A521
369 "Maternal hypertensive disorders" O1220
370 "Maternal obstructed labor and uterine rupture" O330
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44509
656 Cellulitis L03891
643 "Congenital heart anomalies" Q265
649 "Congenital musculoskeletal and limb anomalies" Q7003
651 "Digestive congenital anomalies" Q459
690 "Pedestrian road injuries" V0209
691 "Cyclist road injuries" V121XXS
692 "Motorcyclist road injuries" V221XXS
693 "Motor vehicle road injuries" V317
694 "Other road injuries" V8062XA
705 "Unintentional firearm injuries" W34011S
707 "Other exposure to mechanical forces" W2119XD
711 "Non-venomous animal contact" W5509XS
370 "Maternal obstructed labor and uterine rupture" O650
995 "Maternal abortion and miscarriage" O0734
379 "Other maternal disorders" O09821
495 "Ischemic stroke" I6343
650 "Urogenital congenital anomalies" Q540
690 "Pedestrian road injuries" V091
367 "Maternal hemorrhage" O468
375 "Indirect maternal deaths" O99332
566 "Other drug use disorders" F19180
652 "Other congenital birth defects" Q189
723 "Self-harm by other specified means" X810XXS
379 "Other maternal disorders" O26843
657 Pyoderma L02432
727 "Physical violence by other means" Y0889XS
379 "Other maternal disorders" O295X1
379 "Other maternal disorders" O350
379 "Other maternal disorders" O4103X9
657 Pyoderma L97411
379 "Other maternal disorders" O618
379 "Other maternal disorders" O6982X9
379 "Other maternal disorders" O904
394 Syphilis A5210
369 "Maternal hypertensive disorders" O1221
370 "Maternal obstructed labor and uterine rupture" O331
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4451
656 Cellulitis L03898
643 "Congenital heart anomalies" Q266
649 "Congenital musculoskeletal and limb anomalies" Q701
690 "Pedestrian road injuries" V0209XA
691 "Cyclist road injuries" V122
692 "Motorcyclist road injuries" V222
693 "Motor vehicle road injuries" V317XXA
694 "Other road injuries" V8062XD
705 "Unintentional firearm injuries" W34018
707 "Other exposure to mechanical forces" W2119XS
711 "Non-venomous animal contact" W551
370 "Maternal obstructed labor and uterine rupture" O651
995 "Maternal abortion and miscarriage" O0735
379 "Other maternal disorders" O09822
495 "Ischemic stroke" I63431
650 "Urogenital congenital anomalies" Q541
690 "Pedestrian road injuries" V091XXA
367 "Maternal hemorrhage" O468X
375 "Indirect maternal deaths" O99333
566 "Other drug use disorders" F19181
723 "Self-harm by other specified means" X811
379 "Other maternal disorders" O26849
657 Pyoderma L02433
379 "Other maternal disorders" O295X2
379 "Other maternal disorders" O350XX0
379 "Other maternal disorders" O411
657 Pyoderma L97412
379 "Other maternal disorders" O619
379 "Other maternal disorders" O6989
379 "Other maternal disorders" O905
394 Syphilis A5211
369 "Maternal hypertensive disorders" O1222
370 "Maternal obstructed labor and uterine rupture" O332
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44510
656 Cellulitis L039
643 "Congenital heart anomalies" Q268
649 "Congenital musculoskeletal and limb anomalies" Q7010
690 "Pedestrian road injuries" V0209XD
691 "Cyclist road injuries" V122XXA
692 "Motorcyclist road injuries" V222XXA
693 "Motor vehicle road injuries" V317XXD
694 "Other road injuries" V8062XS
705 "Unintentional firearm injuries" W34018A
707 "Other exposure to mechanical forces" W212
711 "Non-venomous animal contact" W5511
370 "Maternal obstructed labor and uterine rupture" O652
995 "Maternal abortion and miscarriage" O0736
379 "Other maternal disorders" O09823
495 "Ischemic stroke" I63432
650 "Urogenital congenital anomalies" Q542
690 "Pedestrian road injuries" V091XXD
367 "Maternal hemorrhage" O468X1
375 "Indirect maternal deaths" O99334
566 "Other drug use disorders" F19182
723 "Self-harm by other specified means" X811XXA
379 "Other maternal disorders" O2685
657 Pyoderma L02434
379 "Other maternal disorders" O295X3
379 "Other maternal disorders" O350XX1
379 "Other maternal disorders" O4110
657 Pyoderma L97413
379 "Other maternal disorders" O6989X0
379 "Other maternal disorders" O906
394 Syphilis A5212
369 "Maternal hypertensive disorders" O1223
370 "Maternal obstructed labor and uterine rupture" O333
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44511
643 "Congenital heart anomalies" Q269
649 "Congenital musculoskeletal and limb anomalies" Q7011
690 "Pedestrian road injuries" V0209XS
691 "Cyclist road injuries" V122XXD
692 "Motorcyclist road injuries" V222XXD
693 "Motor vehicle road injuries" V317XXS
694 "Other road injuries" V807
705 "Unintentional firearm injuries" W34018D
707 "Other exposure to mechanical forces" W2121
711 "Non-venomous animal contact" W5511XA
370 "Maternal obstructed labor and uterine rupture" O653
995 "Maternal abortion and miscarriage" O0737
379 "Other maternal disorders" O09829
495 "Ischemic stroke" I63439
650 "Urogenital congenital anomalies" Q543
690 "Pedestrian road injuries" V091XXS
367 "Maternal hemorrhage" O468X2
375 "Indirect maternal deaths" O99335
566 "Other drug use disorders" F19188
723 "Self-harm by other specified means" X811XXD
379 "Other maternal disorders" O26851
657 Pyoderma L02435
379 "Other maternal disorders" O295X9
379 "Other maternal disorders" O350XX2
379 "Other maternal disorders" O41101
657 Pyoderma L97414
379 "Other maternal disorders" O6989X1
379 "Other maternal disorders" O908
394 Syphilis A5213
369 "Maternal hypertensive disorders" O13
370 "Maternal obstructed labor and uterine rupture" O333XX0
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44519
643 "Congenital heart anomalies" Q27
649 "Congenital musculoskeletal and limb anomalies" Q7012
690 "Pedestrian road injuries" V021
691 "Cyclist road injuries" V122XXS
692 "Motorcyclist road injuries" V222XXS
693 "Motor vehicle road injuries" V319
694 "Other road injuries" V8071
705 "Unintentional firearm injuries" W34018S
707 "Other exposure to mechanical forces" W21210
711 "Non-venomous animal contact" W5511XD
370 "Maternal obstructed labor and uterine rupture" O654
995 "Maternal abortion and miscarriage" O0738
379 "Other maternal disorders" O0989
495 "Ischemic stroke" I6344
650 "Urogenital congenital anomalies" Q544
690 "Pedestrian road injuries" V092
367 "Maternal hemorrhage" O468X3
375 "Indirect maternal deaths" O9934
566 "Other drug use disorders" F1919
723 "Self-harm by other specified means" X811XXS
379 "Other maternal disorders" O26852
657 Pyoderma L02436
379 "Other maternal disorders" O296
379 "Other maternal disorders" O350XX3
379 "Other maternal disorders" O411010
657 Pyoderma L97419
379 "Other maternal disorders" O6989X2
379 "Other maternal disorders" O9081
394 Syphilis A5214
369 "Maternal hypertensive disorders" O131
370 "Maternal obstructed labor and uterine rupture" O333XX1
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4452
643 "Congenital heart anomalies" Q270
649 "Congenital musculoskeletal and limb anomalies" Q7013
690 "Pedestrian road injuries" V0210
691 "Cyclist road injuries" V123
692 "Motorcyclist road injuries" V223
693 "Motor vehicle road injuries" V319XXA
694 "Other road injuries" V80710
705 "Unintentional firearm injuries" W3409
707 "Other exposure to mechanical forces" W21210A
711 "Non-venomous animal contact" W5511XS
370 "Maternal obstructed labor and uterine rupture" O655
995 "Maternal abortion and miscarriage" O0739
379 "Other maternal disorders" O09891
495 "Ischemic stroke" I63441
650 "Urogenital congenital anomalies" Q548
690 "Pedestrian road injuries" V0920
367 "Maternal hemorrhage" O468X9
375 "Indirect maternal deaths" O99340
566 "Other drug use disorders" F192
723 "Self-harm by other specified means" X818
379 "Other maternal disorders" O26853
657 Pyoderma L02439
379 "Other maternal disorders" O2960
379 "Other maternal disorders" O350XX4
379 "Other maternal disorders" O411011
657 Pyoderma L9742
379 "Other maternal disorders" O6989X3
379 "Other maternal disorders" O9089
394 Syphilis A5215
369 "Maternal hypertensive disorders" O132
370 "Maternal obstructed labor and uterine rupture" O333XX2
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44520
643 "Congenital heart anomalies" Q271
649 "Congenital musculoskeletal and limb anomalies" Q702
690 "Pedestrian road injuries" V0210XA
691 "Cyclist road injuries" V123XXA
692 "Motorcyclist road injuries" V223XXA
693 "Motor vehicle road injuries" V319XXD
694 "Other road injuries" V80710A
705 "Unintentional firearm injuries" W3409XA
707 "Other exposure to mechanical forces" W21210D
711 "Non-venomous animal contact" W5512
370 "Maternal obstructed labor and uterine rupture" O658
995 "Maternal abortion and miscarriage" O074
379 "Other maternal disorders" O09892
495 "Ischemic stroke" I63442
650 "Urogenital congenital anomalies" Q549
690 "Pedestrian road injuries" V0920XA
367 "Maternal hemorrhage" O469
375 "Indirect maternal deaths" O99341
566 "Other drug use disorders" F1920
723 "Self-harm by other specified means" X818XXA
379 "Other maternal disorders" O26859
657 Pyoderma L025
379 "Other maternal disorders" O2961
379 "Other maternal disorders" O350XX5
379 "Other maternal disorders" O411012
657 Pyoderma L97421
379 "Other maternal disorders" O6989X4
379 "Other maternal disorders" O909
394 Syphilis A5216
369 "Maternal hypertensive disorders" O133
370 "Maternal obstructed labor and uterine rupture" O333XX3
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44521
643 "Congenital heart anomalies" Q272
649 "Congenital musculoskeletal and limb anomalies" Q7020
690 "Pedestrian road injuries" V0210XD
691 "Cyclist road injuries" V123XXD
692 "Motorcyclist road injuries" V223XXD
693 "Motor vehicle road injuries" V319XXS
694 "Other road injuries" V80710D
705 "Unintentional firearm injuries" W3409XD
707 "Other exposure to mechanical forces" W21210S
711 "Non-venomous animal contact" W5512XA
370 "Maternal obstructed labor and uterine rupture" O659
379 "Other maternal disorders" O09893
495 "Ischemic stroke" I63449
650 "Urogenital congenital anomalies" Q55
690 "Pedestrian road injuries" V0920XD
375 "Indirect maternal deaths" O99342
566 "Other drug use disorders" F1921
723 "Self-harm by other specified means" X818XXD
379 "Other maternal disorders" O2686
657 Pyoderma L0251
379 "Other maternal disorders" O2962
379 "Other maternal disorders" O350XX9
379 "Other maternal disorders" O411013
657 Pyoderma L97422
379 "Other maternal disorders" O6989X5
394 Syphilis A5217
369 "Maternal hypertensive disorders" O139
370 "Maternal obstructed labor and uterine rupture" O333XX4
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44529
643 "Congenital heart anomalies" Q273
649 "Congenital musculoskeletal and limb anomalies" Q7021
690 "Pedestrian road injuries" V0210XS
691 "Cyclist road injuries" V123XXS
692 "Motorcyclist road injuries" V223XXS
693 "Motor vehicle road injuries" V32
694 "Other road injuries" V80710S
705 "Unintentional firearm injuries" W3409XS
707 "Other exposure to mechanical forces" W21211
